TradeNumber,Instrument,Direction,Quantity,EntryTime,EntryPrice,EntryName,ExitTime,ExitPrice,ExitName,ProfitPoints,ProfitTicks,ProfitCurrency,Commission,CumProfitCurrency,MaePoints,MfePoints,Stop,Target,R
563,NQ,Long,1,2023-11-07 11:38:00,17511.75,VAB,2023-11-07 12:12:00,17544,Profit target,32.05,128.2,641,4,104,9,32.25,17495.1458333333,17543.8958333333,1.9423
564,NQ,Short,1,2023-11-12 20:01:00,17692.5,VAB,2023-11-12 20:02:00,17694,Stop loss,-1.7,-6.8,-34,4,70,1.5,0,17693.9375,17689.4375,-1.0435
565,NQ,Short,1,2023-11-12 20:20:00,17692.25,VAB,2023-11-12 20:28:00,17689,Profit target,3.05,12.2,61,4,131,1.75,3.25,17694.125,17688.875,1.7333
566,NQ,Short,1,2023-11-12 20:37:00,17692,VAB,2023-11-12 20:38:00,17687.75,Profit target,4.05,16.2,81,4,212,1.25,4.25,17694.5,17687.75,1.7000
567,NQ,Short,1,2023-11-16 10:13:00,17977.75,VAB,2023-11-16 10:15:00,17993.5,Stop loss,-15.95,-63.8,-319,4,-107,15.75,5.25,17993.3125,17947.1875,-1.0120
568,NQ,Short,1,2023-11-20 01:43:00,17995.75,VAB,2023-11-20 01:44:00,18000.25,Stop loss,-4.7,-18.8,-94,4,-201,4.5,0.25,18000,17988,-1.0588
569,NQ,Short,1,2023-11-21 15:47:00,18117.5,VAB,2023-11-21 16:00:00,18119.75,Exit on session close,-2.45,-9.8,-49,4,-250,8,2,18141.2916666667,18070.3541666667,-0.0946
570,NQ,Short,1,2023-11-24 00:06:00,18207.75,VAB,2023-11-24 00:16:00,18202.75,Profit target,4.8,19.2,96,4,-154,1,5,18210.625,18202.75,1.7391
571,NQ,Long,1,2023-11-28 19:56:00,18225,VAB,2023-11-28 19:59:00,18221.75,Stop loss,-3.45,-13.8,-69,4,-223,3.25,0.5,18221.6875,18230.96875,-0.9811
572,NQ,Long,1,2023-11-30 07:47:00,18232,VAB,2023-11-30 07:53:00,18215.5,Stop loss,-16.7,-66.8,-334,4,-557,16.5,2.75,18215.375,18264.125,-0.9925
573,NQ,Short,1,2023-12-04 04:40:00,18116.5,VAB,2023-12-04 05:54:00,18099.25,Profit target,17.05,68.2,341,4,-216,7,17.25,18125.375,18099.125,1.9437
574,NQ,Long,1,2023-12-05 09:42:00,18076.25,VAB,2023-12-05 10:18:00,18037,Stop loss,-39.45,-157.8,-789,4,-1005,39.25,35.75,18037.28125,18153.0625,-1.0072
575,NQ,Long,1,2023-12-08 12:49:00,18231,VAB,2023-12-08 13:20:00,18252,Profit target,20.8,83.2,416,4,-589,2.25,21,18220,18251.875,1.9091
576,NQ,Long,1,2023-12-13 23:26:00,18815.75,VAB,2023-12-13 23:32:00,18813,Stop loss,-2.95,-11.8,-59,4,-648,2.75,1,18813.25,18820.46875,-1.1000
577,NQ,Long,1,2023-12-14 00:07:00,18816.25,VAB,2023-12-14 00:08:00,18813.25,Stop loss,-3.2,-12.8,-64,4,-712,3,0.25,18813.46875,18820.6875,-1.0787
578,NQ,Short,1,2023-12-14 07:36:00,18757.5,VAB,2023-12-14 07:42:00,18774,Stop loss,-16.7,-66.8,-334,4,-1046,16.5,2.75,18773.78125,18725.40625,-1.0134
579,NQ,Long,1,2023-12-15 05:48:00,18751.25,VAB,2023-12-15 05:58:00,18747.5,Stop loss,-3.95,-15.8,-79,4,-1125,3.75,3.5,18747.6666666667,18757.6666666667,-1.0465
580,NQ,Long,1,2023-12-15 06:22:00,18751.5,VAB,2023-12-15 06:28:00,18747.5,Stop loss,-4.2,-16.8,-84,4,-1209,4,1,18747.6979166667,18759.2604166667,-1.0521
581,NQ,Short,1,2023-12-28 13:51:00,19058,VAB,2023-12-28 14:13:00,19042.25,Profit target,15.55,62.2,311,4,-898,3.5,15.75,19066.25,19042.25,1.9091
582,NQ,Short,1,2024-01-08 00:32:00,18379.25,VAB,2024-01-08 01:02:00,18387,Stop loss,-7.95,-31.8,-159,4,-1057,7.75,6,18386.78125,18365.125,-1.0290
583,NQ,Long,1,2024-01-18 04:29:00,18859.75,VAB,2024-01-18 04:53:00,18872.5,Profit target,12.55,50.2,251,4,-806,6.5,12.75,18853,18872.5,1.8889
584,NQ,Long,1,2024-01-18 15:19:00,19055.5,VAB,2024-01-18 16:00:00,19058.25,Exit on session close,2.55,10.2,51,4,-755,2.25,9.25,19038.84375,19088.53125,0.1651
585,NQ,Long,1,2024-01-19 14:46:00,19376.75,VAB,2024-01-19 15:03:00,19395.5,Profit target,18.55,74.2,371,4,-384,11.25,18.75,19367.5,19395.5,2.0270
586,NQ,Long,1,2024-01-21 20:46:00,19491.25,VAB,2024-01-21 20:58:00,19487.5,Stop loss,-3.95,-15.8,-79,4,-463,3.75,4,19487.5,19497.8125,-1.0000
587,NQ,Long,1,2024-01-28 20:58:00,19472.25,VAB,2024-01-28 21:01:00,19478.25,Profit target,5.8,23.2,116,4,-347,2,6,19468.8125,19478.1875,1.7455
588,NQ,Long,1,2024-02-07 22:01:00,19788.75,VAB,2024-02-07 22:45:00,19794.25,Profit target,5.3,21.2,106,4,-241,2,5.5,19785.4479166667,19794.3541666667,1.6656
589,NQ,Long,1,2024-02-07 23:02:00,19792.75,VAB,2024-02-07 23:03:00,19791,Stop loss,-1.95,-7.8,-39,4,-280,1.75,0.25,19791.2916666667,19794.5416666667,-1.2000
590,NQ,Long,1,2024-02-07 23:20:00,19792.5,VAB,2024-02-07 23:36:00,19790,Stop loss,-2.7,-10.8,-54,4,-334,2.5,3.5,19790.25,19796.5,-1.1111
591,NQ,Long,1,2024-02-08 15:17:00,19802.5,VAB,2024-02-08 16:00:00,19801.25,Exit on session close,-1.45,-5.8,-29,4,-363,2,4.5,19796.0625,19814.625,-0.1942
592,NQ,Short,1,2024-02-12 19:56:00,19866,VAB,2024-02-12 19:58:00,19868.25,Stop loss,-2.45,-9.8,-49,4,-412,2.25,0,19867.875,19862.25,-1.2000
593,NQ,Short,1,2024-02-13 22:16:00,19616.25,VAB,2024-02-13 22:57:00,19619.5,Stop loss,-3.45,-13.8,-69,4,-481,3.25,3.75,19619.125,19611.375,-1.1304
594,NQ,Short,1,2024-02-19 23:26:00,19620.75,VAB,2024-02-19 23:37:00,19613.5,Profit target,7.05,28.2,141,4,-340,3,7.25,19624.625,19613.375,1.8710
595,NQ,Short,1,2024-02-20 04:49:00,19571.5,VAB,2024-02-20 04:50:00,19578.75,Stop loss,-7.45,-29.8,-149,4,-489,7.25,0,19578.5833333333,19557.2708333333,-1.0235
596,NQ,Short,1,2024-02-20 04:52:00,19572,VAB,2024-02-20 04:58:00,19578.75,Stop loss,-6.95,-27.8,-139,4,-628,6.75,5.25,19578.5833333333,19559.2083333333,-1.0253
597,NQ,Short,1,2024-03-05 10:11:00,19872.25,VAB,2024-03-05 10:18:00,19884,Stop loss,-11.95,-47.8,-239,4,-867,14,18.25,19883.75,19850,-1.0217
598,NQ,Short,1,2024-03-05 10:39:00,19869.25,VAB,2024-03-05 11:05:00,19889.75,Stop loss,-20.7,-82.8,-414,4,-1281,20.5,20.5,19889.5,19829.59375,-1.0123
599,NQ,Short,1,2024-03-05 14:22:00,19782.5,VAB,2024-03-05 14:38:00,19805.25,Stop loss,-22.95,-91.8,-459,4,-1740,22.75,8.75,19805.3645833333,19737.5208333333,-0.9950
600,NQ,Long,1,2024-03-05 22:21:00,19922.75,VAB,2024-03-05 22:26:00,19920,Stop loss,-2.95,-11.8,-59,4,-1799,2.75,0,19919.96875,19927.875,-0.9888
601,NQ,Long,1,2024-03-05 22:54:00,19922.75,VAB,2024-03-05 23:14:00,19927.5,Profit target,4.55,18.2,91,4,-1708,1.75,4.75,19920.2083333333,19927.3958333333,1.8689
602,NQ,Short,1,2024-03-12 07:30:00,19981.75,VAB,2024-03-12 07:31:00,19968.25,Profit target,13.3,53.2,266,4,-1442,13.5,13.5,19988.875,19968.34375,1.8947
603,NQ,Long,1,2024-03-12 15:12:00,20168.5,VAB,2024-03-12 16:00:00,20164.5,Exit on session close,-4.2,-16.8,-84,4,-1526,11,5.25,20153.75,20197.625,-0.2712
604,NQ,Long,1,2024-03-14 05:37:00,20110.75,VAB,2024-03-14 05:37:00,20107.25,Stop loss,-3.7,-14.8,-74,4,-1600,3.5,0,20107.4375,20116.78125,-1.0566
605,NQ,Long,1,2024-03-14 06:19:00,20111.5,VAB,2024-03-14 06:26:00,20105.75,Stop loss,-5.95,-23.8,-119,4,-1719,5.75,2.75,20106.0208333333,20121.6458333333,-1.0494
606,NQ,Long,1,2024-03-25 10:01:00,20216.5,VAB,2024-03-25 10:49:00,20242,Profit target,25.3,101.2,506,4,-1213,8,25.5,20203.4375,20242.0625,1.9522
607,NQ,Long,1,2024-03-26 19:48:00,20184,VAB,2024-03-26 19:57:00,20189,Profit target,4.8,19.2,96,4,-1117,2.25,5,20180.9583333333,20189.0833333333,1.6438
608,NQ,Short,1,2024-03-27 12:01:00,20129,VAB,2024-03-27 12:02:00,20138.5,Stop loss,-9.7,-38.8,-194,4,-1311,10.25,3.75,20138.1979166667,20111.0416666667,-1.0328
609,NQ,Short,1,2024-04-02 13:37:00,19969,VAB,2024-04-02 13:42:00,19978.75,Stop loss,-9.95,-39.8,-199,4,-1510,10.75,1.75,19978.40625,19951.125,-1.0365
610,NQ,Long,1,2024-04-23 14:41:00,19324.5,VAB,2024-04-23 14:43:00,19315.5,Stop loss,-9.2,-36.8,-184,4,-1694,9,0,19315.75,19341.25,-1.0286
611,NQ,Long,1,2024-04-23 15:23:00,19338,VAB,2024-04-23 16:00:00,19350,Exit on session close,11.8,47.2,236,4,-1458,2.25,21.75,19320.625,19371.8125,0.6906
612,NQ,Long,1,2024-04-24 02:38:00,19425.25,VAB,2024-04-24 02:42:00,19416.25,Stop loss,-9.2,-36.8,-184,4,-1642,9,0.75,19416.5208333333,19441.6145833333,-1.0310
613,NQ,Long,1,2024-04-24 02:53:00,19421.5,VAB,2024-04-24 03:01:00,19415.75,Stop loss,-5.95,-23.8,-119,4,-1761,6.25,4,19416,19432.5,-1.0455
614,NQ,Long,1,2024-04-26 10:56:00,19547,VAB,2024-04-26 16:00:00,19530.25,Exit on session close,-16.95,-67.8,-339,4,-2100,26.5,48.25,19518.8541666667,19602.2916666667,-0.5951
615,NQ,Short,1,2024-05-05 21:36:00,19701.25,VAB,2024-05-05 22:32:00,19693.5,Profit target,7.55,30.2,151,4,-1949,1.5,7.75,19705.3958333333,19693.6145833333,1.8693
616,NQ,Long,1,2024-05-06 09:51:00,19797.25,VAB,2024-05-06 10:00:00,19785.25,Stop loss,-12.2,-48.8,-244,4,-2193,12,4,19785.1666666667,19820.9166666667,-0.9931
617,NQ,Long,1,2024-05-08 11:28:00,19877,VAB,2024-05-08 11:36:00,19867,Stop loss,-10.2,-40.8,-204,4,-2397,10,3.5,19867.1875,19895.875,-1.0191
618,NQ,Long,1,2024-05-08 12:46:00,19865,VAB,2024-05-08 16:00:00,19854.25,Exit on session close,-10.95,-43.8,-219,4,-2616,17.75,30.25,19846.875,19900.5,-0.5931
619,NQ,Short,1,2024-05-09 01:53:00,19837.75,VAB,2024-05-09 02:01:00,19831.75,Profit target,5.8,23.2,116,4,-2500,1.5,6,19840.75,19831.75,2.0000
620,NQ,Short,1,2024-05-15 00:54:00,20105,VAB,2024-05-15 00:54:00,20106.5,Stop loss,-1.7,-6.8,-34,4,-2534,1.5,0,20106.5729166667,20102.1041666667,-0.9536
621,NQ,Long,1,2024-05-15 04:43:00,20111,VAB,2024-05-15 04:57:00,20104.75,Stop loss,-6.45,-25.8,-129,4,-2663,6.25,4,20104.875,20122.875,-1.0204
622,NQ,Long,1,2024-05-23 04:22:00,20640.25,VAB,2024-05-23 05:36:00,20649.25,Profit target,8.8,35.2,176,4,-2487,4,9,20635.75,20649.15625,2.0000
623,NQ,Long,1,2024-05-24 15:25:00,20564,VAB,2024-05-24 16:00:00,20564.25,Exit on session close,0.05,0.2,1,4,-2486,3.75,4.75,20553.0416666667,20585.3854166667,0.0228
624,NQ,Short,1,2024-05-28 20:36:00,20601.75,VAB,2024-05-28 20:47:00,20604.75,Stop loss,-3.2,-12.8,-64,4,-2550,3,5.5,20604.78125,20595.5,-0.9897
625,NQ,Short,1,2024-05-30 01:34:00,20364.5,VAB,2024-05-30 01:49:00,20356,Profit target,8.3,33.2,166,4,-2384,2.25,8.5,20369.28125,20355.875,1.7778
626,NQ,Long,1,2024-06-05 14:37:00,20742,VAB,2024-06-05 14:45:00,20734,Stop loss,-8.2,-32.8,-164,4,-2548,9.5,6.75,20734.125,20756.8125,-1.0159
627,NQ,Short,1,2024-06-11 06:47:00,20735.75,VAB,2024-06-11 06:48:00,20745,Stop loss,-9.45,-37.8,-189,4,-2737,9.25,0,20744.6666666667,20718.6666666667,-1.0374
628,NQ,Long,1,2024-06-13 22:56:00,21336.25,VAB,2024-06-13 23:00:00,21333.25,Stop loss,-3.2,-12.8,-64,4,-2801,3,0,21333.59375,21340.71875,-1.1294
629,NQ,Long,1,2024-06-14 00:33:00,21335,VAB,2024-06-14 01:18:00,21342,Profit target,6.8,27.2,136,4,-2665,2.5,7,21331.125,21342,1.8065
630,NQ,Long,1,2024-06-25 14:17:00,21382.25,VAB,2024-06-25 14:26:00,21397.75,Profit target,15.3,61.2,306,4,-2359,7,15.5,21373.9583333333,21397.7083333333,1.8693
631,NQ,Long,1,2024-06-27 12:36:00,21481.75,VAB,2024-06-27 13:00:00,21468.75,Stop loss,-13.2,-52.8,-264,4,-2623,13,17.25,21468.96875,21506.84375,-1.0171
632,NQ,Long,1,2024-06-28 05:45:00,21561,VAB,2024-06-28 06:01:00,21554.25,Stop loss,-6.95,-27.8,-139,4,-2762,6.75,1.75,21554.5833333333,21573.8333333333,-1.0519
633,NQ,Long,1,2024-07-03 09:43:00,21722.75,VAB,2024-07-03 10:16:00,21775.75,Profit target,52.8,211.2,1056,4,-1706,8.75,53,21696.1458333333,21775.8333333333,1.9922
634,NQ,Long,1,2024-07-10 13:34:00,22307,VAB,2024-07-10 13:52:00,22326.75,Profit target,19.55,78.2,391,4,-1315,9,19.75,22296.96875,22326.65625,1.9688
635,NQ,Short,1,2024-07-11 23:27:00,21850.75,VAB,2024-07-11 23:51:00,21839.75,Profit target,10.8,43.2,216,4,-1099,2,11,21856.65625,21839.78125,1.8624
636,NQ,Long,1,2024-07-15 04:33:00,22060.5,VAB,2024-07-15 04:34:00,22057.25,Stop loss,-3.45,-13.8,-69,4,-1168,3.25,0.25,22057.375,22065.8125,-1.0400
637,NQ,Long,1,2024-07-15 04:36:00,22060,VAB,2024-07-15 04:36:00,22057.5,Stop loss,-2.7,-10.8,-54,4,-1222,2.5,0,22057.375,22064.875,-0.9524
638,NQ,Long,1,2024-07-16 06:36:00,22065.75,VAB,2024-07-16 06:39:00,22056.75,Stop loss,-9.2,-36.8,-184,4,-1406,9,2.25,22056.9375,22082.375,-1.0213
639,NQ,Long,1,2024-07-16 07:02:00,22066.5,VAB,2024-07-16 07:31:00,22057.5,Stop loss,-9.2,-36.8,-184,4,-1590,9,3,22057.7083333333,22083.1458333333,-1.0237
640,NQ,Short,1,2024-07-17 05:01:00,21774.5,VAB,2024-07-17 05:15:00,21782.5,Stop loss,-8.2,-32.8,-164,4,-1754,8,2.75,21782.3958333333,21759.5833333333,-1.0132
641,NQ,Short,1,2024-07-17 05:18:00,21774.5,VAB,2024-07-17 05:19:00,21781,Stop loss,-6.7,-26.8,-134,4,-1888,6.5,0,21780.875,21762.625,-1.0196
642,NQ,Short,1,2024-07-17 05:53:00,21773.25,VAB,2024-07-17 05:57:00,21756.5,Profit target,16.55,66.2,331,4,-1557,4,16.75,21781.8125,21756.5,1.9562
643,NQ,Short,1,2024-07-21 21:48:00,21168.5,VAB,2024-07-21 21:51:00,21184.5,Stop loss,-16.2,-64.8,-324,4,-1881,16,0.25,21184.34375,21137.78125,-1.0099
644,NQ,Long,1,2024-07-26 05:34:00,20624.75,VAB,2024-07-26 05:36:00,20617.5,Stop loss,-7.45,-29.8,-149,4,-2030,7.25,9.5,20617.5,20638.125,-1.0000
645,NQ,Long,1,2024-07-29 06:06:00,20723.5,VAB,2024-07-29 06:17:00,20714.5,Stop loss,-9.2,-36.8,-184,4,-2214,9,6.5,20714.7916666667,20740.2916666667,-1.0335
646,NQ,Long,1,2024-07-30 22:58:00,20541.5,VAB,2024-07-30 22:59:00,20555,Profit target,13.3,53.2,266,4,-1948,13.5,13.5,20534.3333333333,20554.9583333333,1.8837
647,NQ,Long,1,2024-07-31 15:17:00,21001.75,VAB,2024-07-31 16:00:00,21014.5,Exit on session close,12.55,50.2,251,4,-1697,26.5,34,20922,21160.5,0.1599
648,NQ,Short,1,2024-08-04 21:12:00,19538.25,VAB,2024-08-04 21:19:00,19557.75,Stop loss,-19.7,-78.8,-394,4,-2091,19.5,5.25,19557.375,19500.5,-1.0196
649,NQ,Short,1,2024-08-04 21:43:00,19536.75,VAB,2024-08-04 21:54:00,19555,Stop loss,-18.45,-73.8,-369,4,-2460,18.25,18.25,19554.6666666667,19501.8541666667,-1.0186
650,NQ,Long,1,2024-08-05 23:25:00,19829,VAB,2024-08-05 23:34:00,19814,Stop loss,-15.2,-60.8,-304,4,-2764,15,7.75,19814.25,19857.75,-1.0169
651,NQ,Long,1,2024-08-06 02:31:00,19712.25,VAB,2024-08-06 02:42:00,19669.5,Stop loss,-42.95,-171.8,-859,4,-3623,42.75,14.5,19669.75,19796.5,-1.0059
652,NQ,Long,1,2024-08-06 21:21:00,19723.5,VAB,2024-08-06 21:25:00,19769.25,Profit target,45.55,182.2,911,4,-2712,8.5,45.75,19700.1145833333,19769.1770833333,1.9563
653,NQ,Long,1,2024-08-08 06:12:00,19418,VAB,2024-08-08 06:31:00,19400.75,Stop loss,-17.45,-69.8,-349,4,-3061,17.25,22,19401.09375,19450.78125,-1.0203
654,NQ,Long,1,2024-08-11 23:26:00,20068.5,VAB,2024-08-12 00:07:00,20089,Profit target,20.3,81.2,406,4,-2655,7.5,20.5,20057.8333333333,20089.1145833333,1.9219
655,NQ,Long,1,2024-08-13 01:37:00,20137.25,VAB,2024-08-13 01:48:00,20156.5,Profit target,19.05,76.2,381,4,-2274,2.5,19.25,20127.625,20156.5,2.0000
656,NQ,Long,1,2024-08-13 19:06:00,20550.5,VAB,2024-08-13 19:09:00,20546,Stop loss,-4.7,-18.8,-94,4,-2368,5.75,6,20546.21875,20558.59375,-1.0511
657,NQ,Long,1,2024-08-16 01:41:00,21102.5,VAB,2024-08-16 01:53:00,21115.5,Profit target,12.8,51.2,256,4,-2112,4.5,13,21095.5104166667,21115.3854166667,1.8599
658,NQ,Long,1,2024-08-16 09:01:00,20955.25,VAB,2024-08-16 11:11:00,21025.5,Profit target,70.05,280.2,1401,4,-711,34,70.25,20919.6041666667,21025.4791666667,1.9708
659,NQ,Short,1,2024-08-19 01:52:00,21004.5,VAB,2024-08-19 02:03:00,21013.25,Stop loss,-8.95,-35.8,-179,4,-890,8.75,1.75,21012.875,20988.125,-1.0448
660,NQ,Long,1,2024-08-21 15:40:00,21355.5,VAB,2024-08-21 16:00:00,21350.5,Exit on session close,-5.2,-20.8,-104,4,-994,9.5,1,21344.6875,21376.5625,-0.4624
661,NQ,Long,1,2024-08-22 07:52:00,21405.25,VAB,2024-08-22 08:05:00,21417.25,Sell,11.8,47.2,236,4,-758,7.75,13.5,21388.9166666667,21436.9166666667,0.7347
662,NQ,Long,1,2024-08-27 01:37:00,21044,VAB,2024-08-27 02:07:00,21032.5,Stop loss,-11.7,-46.8,-234,4,-992,11.5,8.25,21032.6875,21065.875,-1.0166
663,NQ,Long,1,2024-08-28 02:59:00,21083.5,VAB,2024-08-28 03:01:00,21077.25,Stop loss,-6.45,-25.8,-129,4,-1121,6.25,1.5,21077.40625,21094.9375,-1.0256
664,NQ,Short,1,2024-08-28 09:41:00,20970.75,VAB,2024-08-28 09:50:00,20910.75,Profit target,59.8,239.2,1196,4,75,16.75,60,21001.1458333333,20910.7708333333,1.9740
665,NQ,Long,1,2024-08-29 07:49:00,20912.75,VAB,2024-08-29 08:05:00,20901.5,Sell,-11.45,-45.8,-229,4,-154,18.5,9.25,20891.125,20955.25,-0.5202
666,NQ,Short,1,2024-09-03 10:41:00,20621.25,VAB,2024-09-03 11:47:00,20568.25,Profit target,52.8,211.2,1056,4,902,18,53,20648.15625,20568.28125,1.9698
667,NQ,Long,1,2024-09-11 15:48:00,20682.5,VAB,2024-09-11 15:57:00,20676.5,Stop loss,-6.2,-24.8,-124,4,778,6,2.5,20676.7708333333,20693.0833333333,-1.0473
668,NQ,Long,1,2024-09-12 02:15:00,20752.25,VAB,2024-09-12 02:16:00,20740.5,Stop loss,-11.95,-47.8,-239,4,539,11.75,0,20740.6875,20774.8125,-1.0162
669,NQ,Long,1,2024-09-12 14:38:00,20887.75,VAB,2024-09-12 14:41:00,20872.5,Stop loss,-15.45,-61.8,-309,4,230,15.25,0,20872.8333333333,20917.2083333333,-1.0223
670,NQ,Long,1,2024-09-13 09:18:00,20942.5,VAB,2024-09-13 09:29:00,20900.75,Stop loss,-41.95,-167.8,-839,4,-609,41.75,19.75,20900.875,21024.625,-1.0030
671,NQ,Long,1,2024-09-13 10:01:00,20948.25,VAB,2024-09-13 16:00:00,20936.25,Exit on session close,-12.2,-48.8,-244,4,-853,37.25,62,20909.5416666667,21024.5416666667,-0.3100
672,NQ,Short,1,2024-09-16 12:29:00,20801.5,VAB,2024-09-16 12:30:00,20816.5,Stop loss,-15.2,-60.8,-304,4,-1157,15,13.25,20816.2083333333,20772.5520833333,-1.0198
673,NQ,Long,1,2024-09-18 23:21:00,21057.75,VAB,2024-09-18 23:23:00,21049.5,Stop loss,-8.45,-33.8,-169,4,-1326,8.25,0.5,21049.6666666667,21073.2291666667,-1.0206
674,NQ,Long,1,2024-09-18 23:27:00,21057,VAB,2024-09-18 23:29:00,21049.25,Stop loss,-7.95,-31.8,-159,4,-1485,7.75,0,21049.4583333333,21071.5833333333,-1.0276
675,NQ,Long,1,2024-09-19 00:30:00,21055.75,VAB,2024-09-19 00:47:00,21048.25,Stop loss,-7.7,-30.8,-154,4,-1639,7.5,7,21048.4375,21070.375,-1.0256
676,NQ,Long,1,2024-09-19 02:55:00,21125.25,VAB,2024-09-19 03:05:00,21140.5,Sell,15.05,60.2,301,4,-1338,10.25,15.5,21101.8125,21171.28125,0.6507
677,NQ,Long,1,2024-09-19 05:17:00,21180.5,VAB,2024-09-19 05:32:00,21196,Profit target,15.3,61.2,306,4,-1032,2.75,15.5,21172.2083333333,21195.9583333333,1.8693
678,NQ,Long,1,2024-09-22 23:32:00,21349.5,VAB,2024-09-22 23:34:00,21345.25,Stop loss,-4.45,-17.8,-89,4,-1121,4.25,1,21345.4166666667,21356.7916666667,-1.0408
679,NQ,Long,1,2024-09-22 23:38:00,21349.5,VAB,2024-09-22 23:42:00,21345.5,Stop loss,-4.2,-16.8,-84,4,-1205,4,6.25,21345.7083333333,21357.0833333333,-1.0549
680,NQ,Long,1,2024-09-25 10:38:00,21431,VAB,2024-09-25 10:45:00,21410.25,Stop loss,-20.95,-83.8,-419,4,-1624,20.75,9,21410.5,21471,-1.0122
681,NQ,Long,1,2024-09-25 20:50:00,21501,VAB,2024-09-25 21:05:00,21522,Profit target,20.8,83.2,416,4,-1208,3.5,21,21490,21521.875,1.9091
682,NQ,Long,1,2024-09-25 23:33:00,21563.5,VAB,2024-09-25 23:36:00,21571,Profit target,7.3,29.2,146,4,-1062,2,7.5,21559.375,21570.96875,1.8182
683,NQ,Short,1,2024-09-26 12:01:00,21444.5,VAB,2024-09-26 12:06:00,21460.25,Stop loss,-15.95,-63.8,-319,4,-1381,15.75,9.5,21460.1666666667,21414.0416666667,-1.0053
684,NQ,Long,1,2024-10-08 13:36:00,21437,VAB,2024-10-08 13:38:00,21451,Profit target,13.8,55.2,276,4,-1105,5.5,14,21429.7083333333,21451.0208333333,1.9200
685,NQ,Long,1,2024-10-09 14:26:00,21640.5,VAB,2024-10-09 15:20:00,21619.75,Stop loss,-20.95,-83.8,-419,4,-1524,20.75,40.25,21619.9375,21681.125,-1.0091
686,NQ,Short,1,2024-10-16 04:26:00,21555,VAB,2024-10-16 04:32:00,21563.25,Stop loss,-8.45,-33.8,-169,4,-1693,8.25,6.25,21563.0625,21539.4375,-1.0233
687,NQ,Short,1,2024-10-16 23:53:00,21489.5,VAB,2024-10-16 23:55:00,21492.5,Stop loss,-3.2,-12.8,-64,4,-1757,3,0.5,21492.5,21484.25,-1.0000
688,NQ,Long,1,2024-10-17 06:56:00,21713.5,VAB,2024-10-17 07:14:00,21726.75,Profit target,13.05,52.2,261,4,-1496,3.5,13.25,21706.7083333333,21726.6770833333,1.9509
689,NQ,Short,1,2024-10-17 15:34:00,21581,VAB,2024-10-17 16:00:00,21581.75,Exit on session close,-0.95,-3.8,-19,4,-1515,6.5,1.75,21606.625,21530.6875,-0.0293
690,NQ,Long,1,2024-10-22 12:31:00,21705,VAB,2024-10-22 12:38:00,21729.5,Profit target,24.3,97.2,486,4,-1029,5.75,24.5,21692.5104166667,21729.5416666667,1.9616
691,NQ,Long,1,2024-10-23 19:27:00,21491,VAB,2024-10-23 19:37:00,21504,Profit target,12.8,51.2,256,4,-773,2.25,13,21484.0729166667,21503.9791666667,1.8767
692,NQ,Long,1,2024-10-27 21:36:00,21825.25,VAB,2024-10-27 22:21:00,21816.75,Stop loss,-8.7,-34.8,-174,4,-947,8.5,7.5,21817.0104166667,21841.0729166667,-1.0316
693,NQ,Short,1,2024-10-29 05:05:00,21704.75,VAB,2024-10-29 05:48:00,21713.5,Stop loss,-8.95,-35.8,-179,4,-1126,8.75,16,21713.3125,21688,-1.0219
694,NQ,Short,1,2024-10-30 00:30:00,21918.75,VAB,2024-10-30 00:50:00,21907.75,Profit target,10.8,43.2,216,4,-910,4.75,11,21924.5104166667,21907.8541666667,1.9096
695,NQ,Short,1,2024-10-30 07:31:00,21897.75,VAB,2024-10-30 07:38:00,21913.25,Stop loss,-15.7,-62.8,-314,4,-1224,15.5,4.5,21913,21868,-1.0164
696,NQ,Short,1,2024-10-30 07:47:00,21898,VAB,2024-10-30 08:05:00,21887,Buy to cover,10.8,43.2,216,4,-1008,7,26,21914.5104166667,21865.4479166667,0.6662
697,NQ,Long,1,2024-11-08 15:11:00,22426.5,VAB,2024-11-08 16:00:00,22424.5,Exit on session close,-2.2,-8.8,-44,4,-1052,3.5,11.75,22415.5625,22447.4375,-0.1829
698,NQ,Long,1,2024-11-27 07:54:00,22157.75,VAB,2024-11-27 08:05:00,22151.5,Sell,-6.45,-25.8,-129,4,-1181,10.25,1.75,22147.3333333333,22178.0833333333,-0.6000
699,NQ,Long,1,2024-11-28 06:26:00,22062.5,VAB,2024-11-28 06:36:00,22067,Profit target,4.3,17.2,86,4,-1095,1.25,4.5,22060.3854166667,22066.9166666667,2.1281
700,NQ,Short,1,2024-12-05 02:38:00,22693.25,VAB,2024-12-05 02:44:00,22703,Stop loss,-9.95,-39.8,-199,4,-1294,9.75,2.25,22702.75,22673.875,-1.0263
701,NQ,Short,1,2024-12-05 02:46:00,22696.75,VAB,2024-12-05 02:51:00,22703,Stop loss,-6.45,-25.8,-129,4,-1423,6.25,1.75,22702.8125,22684.25,-1.0309
702,NQ,Short,1,2024-12-08 23:54:00,22842,VAB,2024-12-08 23:59:00,22844.5,Stop loss,-2.7,-10.8,-54,4,-1477,2.5,0,22844.15625,22838.0625,-1.1594
703,NQ,Long,1,2024-12-23 02:14:00,22631.25,VAB,2024-12-23 02:16:00,22617.5,Stop loss,-13.95,-55.8,-279,4,-1756,13.75,0.75,22617.8125,22657.1875,-1.0233
